"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"The Core ","Jon Amiel",2003,"Color",149,135,31111260,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",60000000,5.4
"Bucky Larson: Born to Be a Star ","Tom Brady",2011,"Color",49,97,2331318,"Comedy","English","USA","R",10000000,3.3
"In the Cut ","Jane Campion",2003,"Color",138,113,4717455,"Mystery|Thriller","English","Australia","R",12000000,5.3
"The Faculty ","Robert Rodriguez",1998,"Color",154,104,40064955,"Horror|Mystery|Sci-Fi","English","USA","R",15000000,6.4
"WarGames ","John Badham",1983,"Color",84,114,79568000,"Sci-Fi|Thriller","English","USA","PG",12000000,7.1
"The Wedding Planner ","Adam Shankman",2001,"Color",108,103,60400856,"Comedy|Romance","English","Germany","PG-13",35000000,5.2
"Deep Rising ","Stephen Sommers",1998,"Color",106,106,11146409,"Action|Adventure|Horror|Sci-Fi","English","USA","R",45000000,6
"RoboCop ","José Padilha",2014,"Color",492,117,58607007,"Action|Crime|Sci-Fi|Thriller","English","USA","PG-13",100000000,6.2
"The Virginity Hit ","Huck Botko",2010,"Color",46,86,535249,"Comedy","English","USA","R",3400000,4.6
"Small Time Crooks ","Woody Allen",2000,"Color",128,94,17071230,"Comedy|Crime","English","USA","PG",18000000,6.7
"Unbroken ","Angelina Jolie Pitt",2014,"Color",322,137,115603980,"Biography|Drama|Sport|War","English","USA","PG-13",65000000,7.2
"What's the Worst That Could Happen? ","Sam Weisman",2001,"Color",64,94,32095318,"Comedy|Crime","English","USA","PG-13",45000000,5.5
"Despicable Me ","Pierre Coffin",2010,"Color",304,87,251501645,"Animation|Comedy|Family","English","USA","PG",69000000,7.7
"The Three Musketeers ","Paul W.S. Anderson",2011,"Color",228,110,20315324,"Action|Adventure|Romance","English","Germany","PG-13",75000000,5.8
"Battlefield Earth ","Roger Christian",2000,"Color",174,119,21471685,"Action|Adventure|Sci-Fi","English","USA","PG-13",44000000,2.4
"The Invention of Lying ","Ricky Gervais",2009,"Color",192,100,18439082,"Comedy|Fantasy|Romance","English","USA","PG-13",18500000,6.4
"Soul Food ","George Tillman Jr.",1997,"Color",34,115,43490057,"Comedy|Drama","English","USA","R",7500000,6.9
"Baby's Day Out ","Patrick Read Johnson",1994,"Color",22,99,16671505,"Adventure|Comedy|Crime|Drama|Family","English","USA","PG",50000000,5.9
"Final Destination 2 ","David R. Ellis",2003,"Color",175,90,46455802,"Horror|Thriller","English","USA","R",26000000,6.2
"Once Upon a Time in America ","Sergio Leone",1984,"Color",111,251,5300000,"Crime|Drama","English","Italy","R",30000000,8.4
"Edmond ","Stuart Gordon",2005,"Color",79,82,131617,"Drama|Thriller","English","USA","R",10000000,6.3
"The Secret Life of Walter Mitty ","Ben Stiller",2013,"Color",362,114,58229120,"Adventure|Comedy|Drama|Fantasy|Romance","English","USA","PG",90000000,7.3
"Wonder Boys ","Curtis Hanson",2000,"Color",173,107,19389454,"Comedy|Drama","English","USA","R",55000000,7.4
"Bandslam ","Todd Graff",2009,"Color",79,111,5205343,"Comedy|Drama|Family|Music|Romance","English","USA","PG",20000000,6.4
"Click ","Frank Coraci",2006,"Color",173,107,137340146,"Comedy|Drama|Fantasy|Romance","English","USA","PG-13",70000000,6.4
"Legally Blonde ","Robert Luketic",2001,"Color",163,96,95001351,"Comedy|Romance","English","USA","PG-13",18000000,6.2
"Romeo Must Die ","Andrzej Bartkowiak",2000,"Color",70,115,55973336,"Action|Crime|Thriller","English","USA","R",25000000,6.1
"Silver Linings Playbook ","David O. Russell",2012,"Color",539,122,132088910,"Comedy|Drama|Romance","English","USA","R",21000000,7.8
"Twilight ","Catherine Hardwicke",2008,"Color",350,122,191449475,"Drama|Fantasy|Romance","English","USA","PG-13",37000000,5.2
"Seabiscuit ","Gary Ross",2003," Black and White",175,140,120147445,"Drama|History|Sport","English","USA","PG-13",87000000,7.3
"A Serious Man ","Ethan Coen",2009,"Color",341,106,9190525,"Comedy|Drama","English","USA","R",7000000,7
"Elite Squad ","José Padilha",2007,"Color",142,115,8060,"Action|Crime|Drama|Thriller","Portuguese","Brazil","R",4000000,8.1
"Before Midnight ","Richard Linklater",2013,"Color",405,109,8114507,"Drama|Romance","English","USA","R",3000000,7.9
"Finishing the Game: The Search for a New Bruce Lee ","Justin Lin",2007,"Color",35,84,52850,"Comedy","English","USA","Not Rated",500000,6.2
"Funny People ","Judd Apatow",2009,"Color",230,153,51814190,"Comedy|Drama","English","USA","R",75000000,6.4
"The Big Bounce ","George Armitage",2004,"Color",75,88,6471394,"Comedy|Crime","English","USA","PG-13",50000000,4.9
"World Trade Center ","Oliver Stone",2006,"Color",242,129,70236496,"Drama|History|Thriller","English","USA","PG-13",63000000,6
"The Perfect Man ","Mark Rosman",2005,"Color",65,100,16247775,"Comedy|Family|Romance","English","USA","PG",25000000,5.5
"Texas Chainsaw 3D ","John Luessenhop",2013,"Color",282,92,34334256,"Horror|Thriller","English","USA","R",11000000,4.8
"Paul Blart: Mall Cop 2 ","Andy Fickman",2015,"Color",76,94,71038190,"Action|Comedy|Crime","English","USA","PG",30000000,4.4
"Under the Tuscan Sun ","Audrey Wells",2003,"Color",111,113,43601508,"Comedy|Drama|Romance","English","USA","PG-13",18000000,6.7
"Enough ","Michael Apted",2002,"Color",98,115,39177215,"Crime|Drama|Thriller","English","USA","PG-13",38000000,5.6
"The Game Plan ","Andy Fickman",2007,"Color",112,110,90636983,"Comedy|Family|Sport","English","USA","PG",22000000,6.2
"After.Life ","Agnieszka Wojtowicz-Vosloo",2009,"Color",138,104,108229,"Drama|Horror|Mystery|Thriller","English","USA","R",4500000,5.9
"The Impossible ","J.A. Bayona",2012,"Color",371,114,18996755,"Drama|Thriller","English","Spain","PG-13",45000000,7.6
"The Story of Us ","Rob Reiner",1999,"Color",99,95,27067160,"Comedy|Drama|Romance","English","USA","R",50000000,5.9
"Dracula: Pages from a Virgin's Diary ","Guy Maddin",2002," Black and White",58,73,39659,"Comedy|Horror|Musical","English","Canada","",1600000,7
"Million Dollar Arm ","Craig Gillespie",2014,"Color",151,124,36447959,"Biography|Drama|Sport","English","USA","PG",25000000,7
"Ace Ventura: Pet Detective ","Tom Shadyac",1994,"Color",61,78,72217000,"Comedy","English","USA","PG-13",12000000,6.9
"The Canyons ","Paul Schrader",2013,"Color",162,99,49494,"Drama|Thriller","English","USA","R",250000,3.9
"The Road ","John Hillcoat",2009,"Color",355,111,56692,"Adventure|Drama","English","USA","R",25000000,7.3
"Kung Fu Killer ","Teddy Chan",2014,"Color",65,100,129115,"Action|Drama","Cantonese","China","",25000000,6.5
"Gods and Generals ","Ron Maxwell",2003,"Color",84,280,12870569,"Drama|History|War","English","USA","PG-13",56000000,6.3
"The Jimmy Show ","Frank Whaley",2001,"Color",9,96,703,"Comedy|Drama","English","USA","R",1500000,5.4
"Babel ","Alejandro G. Iñárritu",2006,"Color",285,143,34300771,"Drama","English","France","R",25000000,7.5
"A Madea Christmas ","Tyler Perry",2013,"Color",24,100,52528330,"Comedy|Drama","English","USA","PG-13",25000000,4.7
"Stoker ","Chan-wook Park",2013,"Color",469,99,1702277,"Drama|Thriller","English","UK","R",12000000,6.8
"Dumb & Dumber ","Peter Farrelly",1994,"Color",84,113,127175354,"Comedy","English","USA","PG-13",16000000,7.3
"Samsara ","Ron Fricke",2011,"Color",115,102,2601847,"Documentary|Music","None","USA","PG-13",4000000,8.5
"May ","Lucky McKee",2002,"Color",114,93,145540,"Drama|Horror","English","USA","R",500000,6.7
"Alpha and Omega ","Anthony Bell",2010,"Color",84,90,25077977,"Adventure|Animation|Comedy|Family|Romance","English","USA","PG",20000000,5.3
"The Dilemma ","Ron Howard",2011,"Color",185,111,48430355,"Comedy|Drama","English","USA","PG-13",70000000,5.3
"Crazy in Alabama ","Antonio Banderas",1999,"Color",28,111,1954202,"Comedy|Crime|Drama","English","USA","PG-13",15000000,6.3
"Eight Below ","Frank Marshall",2006,"Color",118,120,81593527,"Adventure|Drama|Family","English","USA","PG",40000000,7.3
"Terminator 2: Judgment Day ","James Cameron",1991,"Color",210,153,204843350,"Action|Sci-Fi","English","USA","R",102000000,8.5
"Littleman ","Keenen Ivory Wayans",2006,"Color",78,98,58255287,"Comedy|Crime","English","USA","PG-13",64000000,4.3
"Good Luck Chuck ","Mark Helfrich",2007,"Color",127,101,35000629,"Comedy|Romance","English","USA","R",25000000,5.6
"Rosewater ","Jon Stewart",2014,"Color",129,103,3093491,"Biography|Drama","English","USA","R",5000000,6.6
"Dead Man Down ","Niels Arden Oplev",2013,"Color",217,118,10880926,"Action|Crime|Drama|Thriller","English","USA","R",30000000,6.5
"Freddy Got Fingered ","Tom Green",2001,"Color",97,87,14249005,"Comedy","English","USA","R",15000000,4.5
"Wonderland ","James Cox",2003,"Color",91,104,1056102,"Crime|Drama|Mystery|Thriller","English","USA","R",5000000,6.6
"Wanted ","Timur Bekmambetov",2008,"Color",316,110,134568845,"Action|Crime|Fantasy|Thriller","English","USA","R",75000000,6.7
"Resurrecting the Champ ","Rod Lurie",2007,"Color",104,112,3169424,"Drama|Sport","English","USA","PG-13",13000000,6.8
"Message in a Bottle ","Luis Mandoki",1999,"Color",85,131,52799004,"Drama|Romance","English","USA","PG-13",55000000,6.1
"Proof of Life ","Taylor Hackford",2000,"Color",134,135,32598931,"Action|Drama|Thriller","English","USA","R",65000000,6.2
"Buried ","Rodrigo Cortés",2010,"Color",363,95,1028658,"Drama|Mystery|Thriller","English","Spain","R",3000000,7
"21 & Over ","Jon Lucas",2013,"Color",168,93,25675765,"Comedy","English","USA","R",13000000,5.9
"Patriot Games ","Phillip Noyce",1992,"Color",47,117,83287363,"Action|Thriller","English","USA","R",45000000,6.9
"The Specialist ","Luis Llosa",1994,"Color",38,110,57362581,"Action|Crime|Drama|Romance|Thriller","English","Peru","R",45000000,5.4
"Silent Hill ","Christophe Gans",2006,"Color",267,132,46982632,"Adventure|Horror|Mystery","English","Canada","R",50000000,6.6
"Max Keeble's Big Move ","Tim Hill",2001,"Color",37,91,17292381,"Comedy|Crime|Family","English","USA","PG",12000000,5.3
"xXx: State of the Union ","Lee Tamahori",2005,"Color",77,101,26082914,"Action|Adventure|Crime|Thriller","English","USA","PG-13",87000000,4.3
"Down in the Valley ","David Jacobson",2005,"Color",74,108,568695,"Drama|Romance|Thriller","English","USA","R",8000000,6.5
"Born on the Fourth of July ","Oliver Stone",1989,"Color",72,145,70001698,"Biography|Drama|War","English","USA","R",14000000,7.2
"Horrible Bosses 2 ","Sean Anders",2014,"Color",196,116,54414716,"Comedy|Crime","English","USA","R",42000000,6.3
"16 Blocks ","Richard Donner",2006,"Color",199,102,36883539,"Action|Crime|Drama|Thriller","English","Germany","PG-13",52000000,6.6
"The Pirates Who Don't Do Anything: A VeggieTales Movie ","Mike Nawrocki",2008,"Color",37,85,12701880,"Adventure|Animation|Comedy|Family","English","USA","G",15000000,5.7
"Spaceballs ","Mel Brooks",1987,"Color",103,96,38119483,"Adventure|Comedy|Sci-Fi","English","USA","PG",22700000,7.1
"Rugrats Go Wild ","John Eng",2003,"Color",45,80,39399750,"Adventure|Animation|Comedy|Family|Fantasy|Musical","English","USA","PG",25000000,5.6
"Child's Play 2 ","John Lafia",1990,"Color",59,72,28501605,"Fantasy|Horror","English","USA","R",13000000,5.7
"Good Will Hunting ","Gus Van Sant",1997,"Color",161,126,138339411,"Drama","English","USA","R",10000000,8.3
"The Heart of Me ","Thaddeus O'Sullivan",2002,"Color",39,96,196067,"Drama|Romance","English","UK","R",7000000,6.7
"The Time Traveler's Wife ","Robert Schwentke",2009,"Color",214,107,63411478,"Drama|Fantasy|Romance|Sci-Fi","English","USA","PG-13",39000000,7.1
"Eagle Eye ","D.J. Caruso",2008,"Color",215,118,101111837,"Action|Mystery|Thriller","English","USA","PG-13",80000000,6.6
"About Time ","Richard Curtis",2013,"Color",274,123,15294553,"Drama|Fantasy|Romance","English","UK","R",12000000,7.8
"The Assassination of Jesse James by the Coward Robert Ford ","Andrew Dominik",2007,"Color",273,160,3904982,"Biography|Crime|Drama|History|Western","English","USA","R",30000000,7.5
"Ghost World ","Terry Zwigoff",2001,"Color",122,111,6200756,"Comedy|Drama","English","USA","R",7000000,7.4
"Reno 911!: Miami ","Robert Ben Garant",2007,"Color",89,84,20339754,"Comedy|Crime","English","USA","R",10000000,5.9
"De-Lovely ","Irwin Winkler",2004," Black and White",119,125,13337299,"Biography|Drama|Music|Musical","English","USA","PG-13",20000000,6.6
"Bram Stoker's Dracula ","Francis Ford Coppola",1992,"Color",181,155,82522790,"Fantasy|Horror|Romance","English","USA","R",40000000,7.5
"8MM ","Joel Schumacher",1999,"Color",138,123,36283504,"Mystery|Thriller","English","Germany","R",40000000,6.5
"The Shallows ","Jaume Collet-Serra",2016,"Color",186,86,54257433,"Drama|Horror|Thriller","English","USA","PG-13",17000000,6.8
"Blade II ","Guillermo del Toro",2002,"Color",224,117,81645152,"Action|Horror|Sci-Fi|Thriller","English","USA","R",54000000,6.7
"Shadow Conspiracy ","George P. Cosmatos",1997,"Color",24,103,2154540,"Action|Thriller","English","USA","R",45000000,4.9
"Return to Me ","Bonnie Hunt",2000,"Color",106,115,32662299,"Comedy|Drama|Romance","English","USA","PG",24000000,6.9
"The Fast and the Furious ","Rob Cohen",2001,"Color",187,106,144512310,"Action|Crime|Thriller","English","USA","PG-13",38000000,6.7
"Batman Returns ","Tim Burton",1992,"Color",153,126,162831698,"Action","English","USA","PG-13",80000000,7
"Little Shop of Horrors ","Frank Oz",1986,"Color",63,102,38747385,"Comedy|Horror|Musical|Sci-Fi","English","USA","PG-13",25000000,6.9
"The Cooler ","Wayne Kramer",2003,"Color",157,101,8243880,"Crime|Drama|Fantasy|Romance","English","USA","R",3200000,7
"She's Out of My League ","Jim Field Smith",2010,"Color",180,104,31584722,"Comedy|Romance","English","USA","R",20000000,6.4
"This Christmas ","Preston A. Whitmore II",2007,"Color",37,117,49121934,"Comedy|Drama|Romance","English","USA","PG-13",13000000,6.1
"American Sniper ","Clint Eastwood",2014,"Color",490,133,350123553,"Action|Biography|Drama|History|Thriller|War","English","USA","R",58800000,7.3
"Bullet to the Head ","Walter Hill",2012,"Color",279,92,9483821,"Action|Thriller","English","USA","R",55000000,5.7
"The Tale of Despereaux ","Sam Fell",2008,"Color",118,93,50818750,"Adventure|Animation|Comedy|Family|Fantasy","English","UK","G",60000000,6.1
"The Words ","Brian Klugman",2012,"Color",216,102,11434867,"Drama|Mystery|Romance|Thriller","English","USA","PG-13",6000000,7.1
"The Life of David Gale ","Alan Parker",2003,"Color",141,130,19593740,"Crime|Drama|Thriller","English","USA","R",50000000,7.5
"Child 44 ","Daniel Espinosa",2015,"Color",172,137,1206135,"Crime|Drama|Thriller","English","Czech Republic","R",50000000,6.4
"Ever After: A Cinderella Story ","Andy Tennant",1998,"Color",92,121,65703412,"Comedy|Drama|Romance","English","USA","PG-13",26000000,7
"Air Bud ","Charles Martin Smith",1997,"Color",35,98,24629916,"Comedy|Drama|Family|Sport","English","USA","PG",3000000,5.1
"No Reservations ","Scott Hicks",2007,"Color",171,104,43097652,"Comedy|Drama|Romance","English","USA","PG",28000000,6.3
"North Country ","Niki Caro",2005,"Color",155,126,18324242,"Drama","English","USA","R",35000000,7.3
"The Flowers of War ","Yimou Zhang",2011,"Color",136,146,9213,"Drama|History|Romance|War","Mandarin","China","R",94000000,7.6
"Get Smart ","Peter Segal",2008,"Color",265,110,130313314,"Action|Adventure|Comedy","English","USA","PG-13",80000000,6.5
"Never Say Never Again ","Irvin Kershner",1983,"Color",89,121,55500000,"Action|Adventure|Thriller","English","UK","PG",36000000,6.2
"They ","Robert Harmon",2002,"Color",81,89,12693621,"Horror|Mystery|Thriller","English","USA","PG-13",17000000,4.8
"Glitter ","Vondie Curtis-Hall",2001,"Color",66,104,4273372,"Drama|Music|Romance","English","USA","PG-13",22000000,2.1
"The Longest Ride ","George Tillman Jr.",2015,"Color",117,128,37432299,"Drama|Romance","English","USA","PG-13",34000000,7.1
"The Chronicles of Riddick ","David Twohy",2004,"Color",207,134,57637485,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",105000000,6.7
"Double Take ","George Gallo",2001,"Color",45,88,20218,"Action|Comedy|Crime|Thriller","English","USA","PG-13",24000000,5.3
"O ","Tim Blake Nelson",2001,"Color",92,95,16017403,"Drama|Romance|Thriller","English","USA","R",5000000,6.2
"Wish I Was Here ","Zach Braff",2014,"Color",149,106,3588432,"Comedy|Drama","English","USA","R",6000000,6.7
"The Transporter ","Louis Leterrier",2002,"Color",171,92,25296447,"Action|Crime|Thriller","English","France","PG-13",21000000,6.8
"Hidalgo ","Joe Johnston",2004,"Color",140,136,67286731,"Action|Adventure|Western","English","USA","PG-13",100000000,6.7
"Lilo & Stitch ","Dean DeBlois",2002,"Color",180,85,145771527,"Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi","English","USA","PG",80000000,7.2
"Zathura: A Space Adventure ","Jon Favreau",2005,"Color",136,101,28045540,"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","English","USA","PG",65000000,6.1
"Wah-Wah ","Richard E. Grant",2005,"Color",49,97,233103,"Drama","English","UK","R",7000000,6.9
"Furry Vengeance ","Roger Kumble",2010,"Color",101,92,17596256,"Comedy|Family","English","USA","PG",35000000,3.8
"Tombstone ","George P. Cosmatos",1993,"Color",84,134,56505065,"Action|Biography|Drama|History|Romance|Western","English","USA","R",25000000,7.8
"Battle Los Angeles ","Jonathan Liebesman",2011,"Color",355,116,83552429,"Action|Sci-Fi","English","USA","PG-13",70000000,5.8
"Gran Torino ","Clint Eastwood",2008,"Color",366,116,148085755,"Drama","English","USA","R",33000000,8.2
"Hotel for Dogs ","Thor Freudenthal",2009,"Color",107,100,73023275,"Comedy|Family","English","USA","PG",35000000,5.4
"Alvin and the Chipmunks ","Tim Hill",2007,"Color",131,92,217326336,"Animation|Comedy|Family|Fantasy|Music","English","USA","PG",60000000,5.2
"A Good Day to Die Hard ","John Moore",2013,"Color",412,101,67344392,"Action|Thriller","English","USA","R",92000000,5.3
"Critical Care ","Sidney Lumet",1997,"Color",25,107,141853,"Comedy|Drama","English","Australia","R",12000000,6
"Wild Target ","Jonathan Lynn",2010,"Color",68,98,117190,"Action|Comedy|Crime","English","UK","PG-13",8000000,6.9
"Nixon ","Oliver Stone",1995," Black and White",83,212,13560960,"Biography|Drama|History","English","USA","R",50000000,7.1
"Black Knight ","Gil Junger",2001,"Color",46,95,33422806,"Adventure|Comedy|Fantasy","English","USA","PG-13",50000000,4.8
"The Grey ","Joe Carnahan",2011,"Color",408,117,51533608,"Action|Adventure|Drama|Thriller","English","USA","R",25000000,6.8
"Medicine Man ","John McTiernan",1992,"Color",25,106,45500797,"Adventure|Drama|Romance","English","USA","PG-13",40000000,6
"Northfork ","Michael Polish",2003,"Color",60,103,1420578,"Drama|Fantasy","English","USA","PG-13",1900000,6.4
"Let's Be Cops ","Luke Greenfield",2014,"Color",129,104,82389560,"Comedy","English","USA","R",17000000,6.5
"The Brothers McMullen ","Edward Burns",1995,"Color",36,98,10246600,"Comedy|Drama|Romance","English","USA","R",25000,6.6
"Red Eye ","Wes Craven",2005,"Color",224,85,57859105,"Mystery|Thriller","English","USA","PG-13",26000000,6.5
"Immortals ","Tarsem Singh",2011,"Color",284,110,83503161,"Action|Drama|Fantasy|Romance","English","USA","R",75000000,6.1
"The Brown Bunny ","Vincent Gallo",2003,"Color",115,93,365734,"Drama","English","USA","Not Rated",10000000,5
"Hot Pursuit ","Anne Fletcher",2015,"Color",155,87,34507079,"Action|Comedy|Crime","English","USA","PG-13",35000000,5.1
"Hellraiser ","Clive Barker",1987,"Color",203,86,14564027,"Fantasy|Horror","English","UK","R",1000000,7
"Olympus Has Fallen ","Antoine Fuqua",2013,"Color",358,119,98895417,"Action|Thriller","English","USA","R",70000000,6.5
"Django Unchained ","Quentin Tarantino",2012,"Color",765,165,162804648,"Drama|Western","English","USA","R",100000000,8.5
"The Gallows ","Travis Cluff",2015,"Color",159,81,22757819,"Horror|Thriller","English","USA","R",100000,4.2
"The Crocodile Hunter: Collision Course ","John Stainton",2002,"Color",61,90,28399192,"Action|Adventure|Comedy|Family","English","Australia","PG",13000000,5.4
"Hotel Rwanda ","Terry George",2004,"Color",187,121,23472900,"Drama|History|War","English","UK","PG-13",17500000,8.1
"The Conspirator ","Robert Redford",2010,"Color",199,122,11538204,"Crime|Drama|History","English","USA","PG-13",25000000,7
"Cloudy with a Chance of Meatballs 2 ","Cody Cameron",2013,"Color",169,95,119793567,"Animation|Comedy|Family|Fantasy|Sci-Fi","English","USA","PG",78000000,6.5
"Tea with Mussolini ","Franco Zeffirelli",1999,"Color",62,117,14348123,"Comedy|Drama|War","English","Italy","PG",12000000,6.9
"Contact ","Robert Zemeckis",1997,"Color",159,150,100853835,"Drama|Mystery|Sci-Fi|Thriller","English","USA","PG",90000000,7.4
"Happy Feet ","George Miller",2006,"Color",206,108,197992827,"Animation|Comedy|Family|Music|Romance","English","USA","PG",100000000,6.5
"The Descendants ","Alexander Payne",2011,"Color",549,115,82624961,"Comedy|Drama","English","USA","R",20000000,7.3
"1408 ","Mikael Håfström",2007,"Color",314,114,71975611,"Fantasy|Horror","English","USA","PG-13",25000000,6.8
"Ted ","Seth MacFarlane",2012,"Color",457,112,218628680,"Comedy|Fantasy","English","USA","R",50000000,7
"Ride with the Devil ","Ang Lee",1999,"Color",95,148,630779,"Drama|Romance|War|Western","English","USA","R",35000000,6.8
"50 First Dates ","Peter Segal",2004,"Color",147,99,120776832,"Comedy|Romance","English","USA","PG-13",75000000,6.8
"No End in Sight ","Charles Ferguson",2007,"Color",79,102,1430185,"Documentary|War","English","USA","",2000000,8.3
"Copycat ","Jon Amiel",1995,"Color",57,123,32051917,"Crime|Drama|Mystery|Thriller","English","USA","R",20000000,6.6
"21 Grams ","Alejandro G. Iñárritu",2003,"Color",192,124,16248701,"Drama","English","USA","R",20000000,7.7
"Up Close & Personal ","Jon Avnet",1996,"Color",34,124,51045801,"Drama|Romance","English","USA","PG-13",60000000,6.1
"Duel in the Sun ","King Vidor",1946,"Color",32,144,20400000,"Drama|Romance|Western","English","USA","Unrated",8000000,6.9
"Awake ","Joby Harold",2007,"Color",133,84,14373825,"Crime|Mystery|Thriller","English","USA","R",8600000,6.5
"The Mighty Ducks ","Stephen Herek",1992,"Color",22,100,50752337,"Comedy|Drama|Family|Sport","English","USA","PG",10000000,6.4
"Dragon Wars: D-War ","Hyung-rae Shim",2007,"Color",93,107,10956379,"Action|Drama|Fantasy|Horror|Thriller","English","South Korea","PG-13",35000000,3.6
"Star Trek V: The Final Frontier ","William Shatner",1989,"Color",98,107,55210049,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG",27800000,5.4
"Legal Eagles ","Ivan Reitman",1986,"Color",16,116,49851591,"Comedy|Crime|Romance","English","USA","PG",40000000,5.9
"Hot Tub Time Machine 2 ","Steve Pink",2015,"Color",107,99,12282677,"Comedy|Sci-Fi","English","USA","R",14000000,5.1
"Kindergarten Cop ","Ivan Reitman",1990,"Color",46,111,91457688,"Action|Comedy|Crime","English","USA","PG-13",26000000,6
"Son of God ","Christopher Spencer",2014,"Color",61,170,59696176,"Biography|Drama|History","English","USA","PG-13",22000000,5.6
"The Sentinel ","Clark Johnson",2006,"Color",161,107,36279230,"Action|Crime|Thriller","English","USA","PG-13",60000000,6.1
"Colombiana ","Olivier Megaton",2011,"Color",201,112,36665854,"Action|Crime|Drama|Thriller","English","France","PG-13",40000000,6.4
"Splash ","Ron Howard",1984,"Color",43,111,69800000,"Comedy|Fantasy|Romance","English","USA","PG",8000000,6.2
"Easy A ","Will Gluck",2010,"Color",262,92,58401464,"Comedy|Romance","English","USA","PG-13",8000000,7.1
"When Harry Met Sally... ","Rob Reiner",1989,"Color",114,89,92823600,"Comedy|Drama|Romance","English","USA","R",16000000,7.6
"Drive Me Crazy ","John Schultz",1999,"Color",59,91,17843379,"Comedy|Drama|Romance","English","USA","PG-13",8000000,5.7
"High Crimes ","Carl Franklin",2002,"Color",114,115,41543207,"Crime|Drama|Mystery|Thriller","English","USA","PG-13",42000000,6.3
"TMNT ","Kevin Munroe",2007,"Color",191,87,54132596,"Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","English","Hong Kong","PG",34000000,6.3
"Undisputed ","Walter Hill",2002," Black and White",64,94,12398628,"Action|Crime|Drama|Sport","English","USA","R",20000000,6.1
"Inglourious Basterds ","Quentin Tarantino",2009,"Color",486,153,120523073,"Adventure|Drama|War","English","USA","R",75000000,8.3
"Sherlock Holmes ","Guy Ritchie",2009,"Color",415,128,209019489,"Action|Adventure|Crime|Mystery|Thriller","English","USA","PG-13",90000000,7.6
"Daddy Day Camp ","Fred Savage",2007,"Color",52,89,13235267,"Comedy|Family","English","USA","PG",6000000,2.9
"The Jacket ","John Maybury",2005,"Color",161,94,6301131,"Drama|Mystery|Sci-Fi|Thriller","English","USA","R",29000000,7.1
"eXistenZ ","David Cronenberg",1999,"Color",196,115,2840417,"Horror|Sci-Fi|Thriller","English","Canada","R",31000000,6.8
"Swordfish ","Dominic Sena",2001,"Color",166,99,69772969,"Action|Crime|Thriller","English","USA","R",80000000,6.5
"Escape from Planet Earth ","Cal Brunker",2013,"Color",83,89,57011847,"Adventure|Animation|Comedy|Family|Sci-Fi","English","USA","PG",40000000,5.9
"The American ","Anton Corbijn",2010,"Color",333,105,35596227,"Crime|Drama|Thriller","English","USA","R",20000000,6.3
"Friday the 13th Part VIII: Jason Takes Manhattan ","Rob Hedden",1989,"Color",129,100,14343976,"Adventure|Horror","English","USA","R",5000000,4.5
"Percy Jackson & the Olympians: The Lightning Thief ","Chris Columbus",2010,"Color",217,118,88761720,"Adventure|Family|Fantasy","English","UK","PG",95000000,5.9
"The Muppet Christmas Carol ","Brian Henson",1992,"Color",75,89,27281507,"Comedy|Drama|Family|Fantasy|Musical","English","USA","G",12000000,7.7
"Bad Grandpa ","Jeff Tremaine",2013,"Color",157,102,101978840,"Comedy","English","USA","R",15000000,6.6
"Underclassman ","Marcos Siega",2005,"Color",31,95,5654777,"Action|Comedy|Crime|Drama|Thriller","English","USA","PG-13",25000000,4.1
"The Color Purple ","Steven Spielberg",1985,"Color",70,154,94175854,"Drama","English","USA","PG-13",15000000,7.8
"For Your Eyes Only ","John Glen",1981,"Color",112,127,62300000,"Action|Adventure|Thriller","English","UK","PG",28000000,6.8
"Hackers ","Iain Softley",1995,"Color",79,107,7564000,"Comedy|Crime|Drama|Thriller","English","USA","PG-13",20000000,6.2
"The Prince of Egypt ","Brenda Chapman",1998,"Color",120,99,101217900,"Adventure|Animation|Biography|Drama|Family|Fantasy|Musical","English","USA","PG",70000000,7
"Blonde Ambition ","Scott Marshall",2007,"Color",20,93,5561,"Comedy|Romance","English","USA","PG-13",10000000,3.9
"Revolutionary Road ","Sam Mendes",2008,"Color",323,119,22877808,"Drama|Romance","English","USA","R",35000000,7.3
"I Heart Huckabees ","David O. Russell",2004,"Color",183,107,12784713,"Comedy","English","USA","R",22000000,6.7
"The Circle ","Jafar Panahi",2000,"Color",64,90,673780,"Drama","Persian","Iran","Not Rated",10000,7.5
"Broken City ","Allen Hughes",2013,"Color",298,109,19692608,"Crime|Drama|Thriller","English","USA","R",35000000,6.2
"Allegiant ","Robert Schwentke",2016,"Color",181,120,66002193,"Action|Adventure|Mystery|Sci-Fi|Thriller","English","USA","PG-13",110000000,5.8
"The Grand Budapest Hotel ","Wes Anderson",2014,"Color",536,99,59073773,"Adventure|Comedy|Crime|Drama","English","USA","R",25000000,8.1
